Time,Temperature
3016,1.0611097
3017,1.4299606
3018,1.0104082
3019,0.743115
3020,-1.1258311
3021,-2.0185835
3022,-1.6419785
3023,-2.2876608
3024,-2.290771
3025,-1.3664317
3026,-1.0823488
3027,-2.141633
3028,-2.034998
3029,-2.950133
3030,-3.9297395
3031,-3.149935
3032,-3.3263717
3033,-3.5047386
3034,-2.713611
3035,-2.1072638
3036,-2.7685375
3037,-2.515092
3038,-2.7088902
3039,-1.7577145
3040,-2.8732433
3041,-3.3329217
3042,-3.0983784
3043,-3.0717413
3044,-2.5149424
3045,-1.4559947
3046,-1.5939837
3047,-0.55945855
3048,-1.10251
3049,-1.4983909
3050,-2.9535997
3051,-2.866176
3052,-1.6833643
3053,-1.88915
3054,-1.8953645
3055,-2.418192
3056,-3.0699532
3057,-2.896061
3058,-2.6310475
3059,-2.367158
3060,-2.2404892
3061,-2.5797036
3062,-1.0382307
3063,-1.7519497
3064,-1.6732725
3065,-1.4604186
3066,-1.5497266
3067,-2.404304
3068,-2.4725277
3069,-2.3955066
3070,-2.1005409
3071,-2.1914372
3072,-2.3918107
3073,-2.1470494
3074,-2.174387
3075,-1.66794
3076,-1.8518015
3077,-2.4669056
3078,-2.7586684
3079,-3.536399
3080,-3.2549918
3081,-3.033551
3082,-3.7923179
3083,-2.8558912
3084,-2.2887204
3085,-2.241455
3086,-1.9894949
3087,-1.3039114
3088,-1.0612581
3089,-1.6927623
3090,-1.530516
3091,-1.3474374
3092,-1.498399
3093,-1.9058437
3094,-3.0924358
3095,-2.0961914
3096,-2.2958815
3097,-2.0628123
3098,-2.5979693
3099,-2.7822769
3100,-2.3695111
3101,-1.7009383
3102,-1.7216433
3103,-1.458293
3104,-1.5669746
3105,-1.5665534
3106,-1.9184412
3107,-2.195376
3108,-1.6069192
3109,-2.3029351
3110,-1.8372697
3111,-1.7959533
3112,-2.002053
3113,-1.7693106
3114,-2.5093906
3115,-2.5454836
3116,-2.8856308
3117,-3.1524682
3118,-2.1901913
3119,-2.1568806
3120,-2.275278
3121,-2.942737
3122,-3.2179823
3123,-3.1661582
3124,-3.1059783
3125,-3.1067078
3126,-3.8451827
3127,-4.0239167
3128,-3.959815
3129,-4.262726
3130,-3.9319851
3131,-2.853442
3132,-2.186656
3133,-2.5685675
3134,-2.3597507
3135,-1.6129246
3136,-2.0274544
3137,-1.9973879
3138,-1.0922245
3139,-1.3808134
3140,-1.7138247
3141,-1.9951841
3142,-1.5268605
3143,-1.808458
3144,-1.3549228
3145,-1.1099566
3146,-0.3297714
3147,-0.048403185
3148,0.9689158
3149,-0.100536145
3150,-0.31376773
3151,0.069169536
3152,0.8267308
3153,2.2194808
3154,1.8375392
3155,0.89011115
3156,0.47337994
3157,1.0963254
3158,1.2656906
3159,0.54976374
3160,-0.21721314
3161,-0.6297756
3162,-1.9867109
3163,-1.6415572
3164,-1.7429237
3165,-2.367802
3166,-2.271399
3167,-2.6641667
3168,-3.063725
3169,-3.0938199
3170,-2.812316
3171,-2.581336
3172,-3.1406767
3173,-2.0268815
3174,-2.1562407
3175,-1.4913945
3176,-0.98069906
3177,-2.0282784
3178,-2.2117033
3179,-2.0487018
3180,-2.4805465
3181,-1.7023916
3182,-2.257553
3183,-2.9839544
3184,-3.4439476
3185,-2.5552948
3186,-2.4576426
3187,-2.424178
3188,-2.4836767
3189,-2.521304
3190,-2.583548
3191,-3.1316671
3192,-2.1594267
3193,-2.0580642
3194,-2.1280923
3195,-1.7284533
3196,-0.18450698
3197,0.88564223
3198,0.95218426
3199,0.055735238
